Localidade;Bairro;Logradouro;Ponto Refer;Coordenadas;Numero;Desc Fato;Tipo;Data Fato;Faixa Hora;Dia;Latitude;Logitude
PORTO ALEGRE, RS;CENTRO;AV PRES JOAO GOULART;USINA DO GASOMETRO;AV PRES JOAO GOULART,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;01/01/13;00:01 às 06:00;terça-feira  ;-30.0329304;-51.2397118
PORTO ALEGRE, RS;STA TEREZA;RUA   MARIANO DE MATOS; ;RUA   MARIANO DE MATOS, 72, PORTO ALEGRE, RS;72;FURTO DE VEICULO;Consumado;01/01/13;06:01 às 12:00;terça-feira  ;-30.0607243;-51.2188606
PORTO ALEGRE, RS;VL ARACA L PINHEIRO;RUA   ARACA; ;RUA   ARACA, 395, PORTO ALEGRE, RS;395;FURTO DE VEICULO;Consumado;01/01/13;06:01 às 12:00;terça-feira  ;-30.2247601;-51.0903702
PORTO ALEGRE, RS;B NOVO - LAMI;AV   LAMI; ;AV   LAMI, 510, PORTO ALEGRE, RS;510;FURTO DE VEICULO;Consumado;01/01/13;12:01 às 18:00;terça-feira  ;-30.2112789;-51.1747322
PORTO ALEGRE, RS;SANTANA;RUA   JACINTO GOMES; ;RUA   JACINTO GOMES, 100, PORTO ALEGRE, RS;100;FURTO DE VEICULO;Consumado;02/01/13;00:01 às 06:00;quarta-feira ;-30.03825;-51.2093086
PORTO ALEGRE, RS;S JOSE;RUA   ENCANTADORA; ;RUA   ENCANTADORA, 140, PORTO ALEGRE, RS;140;FURTO DE VEICULO;Consumado;02/01/13;00:01 às 06:00;quarta-feira ;-30.0703735;-51.1523819
PORTO ALEGRE, RS;PARTENON;RUA   PAULINO AZURENHA; ;RUA   PAULINO AZURENHA, 300, PORTO ALEGRE, RS;300;FURTO DE VEICULO;Consumado;02/01/13;06:01 às 12:00;quarta-feira ;-30.0634289;-51.1919212
PORTO ALEGRE, RS;CAVALHADA;AV   CAVALHADA;REVENDA CARUCCIO;AV   CAVALHADA, 3084, PORTO ALEGRE, RS;3084;FURTO DE VEICULO;Consumado;02/01/13;06:01 às 12:00;quarta-feira ;-30.1102409;-51.2271957
PORTO ALEGRE, RS;AZENHA;RUA   FLORIANOPOLIS;EM FRENTE AO MOTEL POR DO SOL;RUA   FLORIANOPOLIS,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;02/01/13;06:01 às 12:00;quarta-feira ;-30.0564194;-51.2133904
PORTO ALEGRE, RS;SANTANA;RUA   DOMINGOS CRESCENCIO;IGREJA SAO FRANCISCO DE ASSIS;RUA   DOMINGOS CRESCENCIO, 899, PORTO ALEGRE, RS;899;FURTO DE VEICULO;Consumado;02/01/13;06:01 às 12:00;quarta-feira ;-30.0464611;-51.2017441
PORTO ALEGRE, RS;S JOAO;AV   SEVERO DULLIUS;FRENTE AO AEROPORTO;AV   SEVERO DULLIUS,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;02/01/13;06:01 às 12:00;quarta-feira ;-29.9885101;-51.1766586
PORTO ALEGRE, RS;SARANDI;AV   VINTE UM DE ABRIL; ;AV   VINTE UM DE ABRIL, 150, PORTO ALEGRE, RS;150;FURTO DE VEICULO;Consumado;02/01/13;12:01 às 18:00;quarta-feira ;-29.9912624;-51.129303
PORTO ALEGRE, RS;C REDENTOR;RUA   DOMINGOS RUBBO; ;RUA   DOMINGOS RUBBO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;02/01/13;12:01 às 18:00;quarta-feira ;-30.0092793;-51.1570587
PORTO ALEGRE, RS; ;RUA IRMAO JOSE OTAO;AO LADO DO COLEGIO DO ROSARIO;RUA IRMAO JOSE OTAO, 10, PORTO ALEGRE, RS;10;FURTO DE VEICULO;Consumado;02/01/13;12:01 às 18:00;quarta-feira ;-30.030365;-51.2187347
PORTO ALEGRE, RS;PETROPOLIS-STA CECIL;RUA DONA EUGENIA;ESQUINA SANTA CECILIA;RUA DONA EUGENIA,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;02/01/13;18:01 às 24:00;quarta-feira ;-30.0421505;-51.1940498
PORTO ALEGRE, RS; ;AV   JULIO DE CASTILHOS;DOCTOR KLIN;AV   JULIO DE CASTILHOS, 111, PORTO ALEGRE, RS;111;FURTO DE VEICULO;Consumado;02/01/13;18:01 às 24:00;quarta-feira ;-30.0268745;-51.2271271
PORTO ALEGRE, RS;SARANDI-R BERTA;AV   BERNARDINO S AMORIM; ;AV   BERNARDINO S AMORIM, 365, PORTO ALEGRE, RS;365;FURTO DE VEICULO;Consumado;03/01/13;00:01 às 06:00;quinta-feira ;-29.9813271;-51.1139069
PORTO ALEGRE, RS;R BERTA;RUA   FRANCISCO GALECKI;FRANCISCO GALECKI, 10.;RUA   FRANCISCO GALECKI, 10, PORTO ALEGRE, RS;10;FURTO DE VEICULO;Consumado;03/01/13;00:01 às 06:00;quinta-feira ;-30.0055332;-51.0952454
PORTO ALEGRE, RS;A PETROPOLIS-P ALVES;AV   ANTONIO GIUDICE;FRENTE DA RESIDENCIA;AV   ANTONIO GIUDICE,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;03/01/13;06:01 às 12:00;quinta-feira ;-30.0378895;-51.1242599
PORTO ALEGRE, RS;PETROPOLIS-PARTENON;RUA   GUILHERME ALVES; ;RUA   GUILHERME ALVES, 2055, PORTO ALEGRE, RS;2055;FURTO DE VEICULO;Consumado;03/01/13;06:01 às 12:00;quinta-feira ;-30.064064;-51.1946068
PORTO ALEGRE, RS;C REDENTOR;RUA   ESTACIO PESSOA; ;RUA   ESTACIO PESSOA, 49, PORTO ALEGRE, RS;49;FURTO DE VEICULO;Consumado;03/01/13;12:01 às 18:00;quinta-feira ;-30.0095768;-51.1617012
PORTO ALEGRE, RS; ;RUA   IVESCIO PACHECO;AO LADO TODESCHINI;RUA   IVESCIO PACHECO, 00, PORTO ALEGRE, RS;00;FURTO DE VEICULO;Consumado;03/01/13;12:01 às 18:00;quinta-feira ;-30.0236301;-51.1603584
PORTO ALEGRE, RS;S JOAO-SARANDI;AV   ASSIS BRASIL; ;AV   ASSIS BRASIL, 2956, PORTO ALEGRE, RS;2956;FURTO DE VEICULO;Consumado;03/01/13;12:01 às 18:00;quinta-feira ;-30.0102463;-51.1577415
PORTO ALEGRE, RS;P DAREIA;RUA   JARI;DEFRONTE A RESIDENCIA;RUA   JARI,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;03/01/13;18:01 às 24:00;quinta-feira ;-30.0153503;-51.168251
PORTO ALEGRE, RS;VL CONCEICAO-CAVALHA;RUA PE JOAO BATISTA REUS;PE. JOAO BATISTA REUS, 862;RUA PE JOAO BATISTA REUS, 862, PORTO ALEGRE, RS;862;FURTO DE VEICULO;Consumado;04/01/13;00:01 às 06:00;sexta-feira  ;-30.1172905;-51.2540245
PORTO ALEGRE, RS;B.VELHO RESTINGA;RUA   STRINGHINI;TRAVESSA DA COSTA GAMA/EM CIMA DO MORRO;RUA   STRINGHINI, 592, PORTO ALEGRE, RS;592;FURTO DE VEICULO;Consumado;04/01/13;00:01 às 06:00;sexta-feira  ;-30.1488895;-51.1642685
PORTO ALEGRE, RS;CENTRO;RUA DUQUE CAXIAS; ;RUA DUQUE CAXIAS, 550, PORTO ALEGRE, RS;550;FURTO DE VEICULO;Consumado;04/01/13;06:01 às 12:00;sexta-feira  ;-30.0340252;-51.2359657
PORTO ALEGRE, RS;R BRANCO;RUA   SAO VICENTE;SAO VICENTE, 402.;RUA   SAO VICENTE, 402, PORTO ALEGRE, RS;402;FURTO DE VEICULO;Consumado;04/01/13;06:01 às 12:00;sexta-feira  ;-30.0411263;-51.1992645
PORTO ALEGRE, RS;C BAIXA;RUA   REPUBLICA;ESQ. LIMA E SILVA;RUA   REPUBLICA,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;04/01/13;06:01 às 12:00;sexta-feira  ;-30.0389996;-51.2240906
PORTO ALEGRE, RS;S JOAO;AV   SEVERO DULLIUS;AEROPORTO SALGADO FILHO;AV   SEVERO DULLIUS,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;04/01/13;06:01 às 12:00;sexta-feira  ;-29.9885101;-51.1766586
PORTO ALEGRE, RS;SAO GERALDO;AV   BERLIM;ESQUINA AV BAHIA;AV   BERLIM, 196, PORTO ALEGRE, RS;196;FURTO DE VEICULO;Consumado;04/01/13;06:01 às 12:00;sexta-feira  ;-30.0126152;-51.2011871
PORTO ALEGRE, RS;MEDIANEIRA;RUA GEN GOMES CARNEIRO;OFICINA VAL CAR;RUA GEN GOMES CARNEIRO, 160, PORTO ALEGRE, RS;160;FURTO DE VEICULO;Consumado;04/01/13;12:01 às 18:00;sexta-feira  ;-30.0663624;-51.2106934
PORTO ALEGRE, RS;C BAIXA;RUA   JOAQUIM NABUCO;ESQUINA RUA JOAO ALFREDO;RUA   JOAQUIM NABUCO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;04/01/13;12:01 às 18:00;sexta-feira  ;-30.0420399;-51.2211304
PORTO ALEGRE, RS;CAVALHADA;ESTR   EDUARDO PRADO;BIG ZONA SUL;ESTR   EDUARDO PRADO, 330, PORTO ALEGRE, RS;330;FURTO DE VEICULO;Consumado;04/01/13;18:01 às 24:00;sexta-feira  ;-30.1212177;-51.2233162
PORTO ALEGRE, RS; ;RUA   REPUBLICA;JOAO ALFREDO;RUA   REPUBLICA, 626, PORTO ALEGRE, RS;626;FURTO DE VEICULO;Consumado;05/01/13;00:01 às 06:00;sábado       ;-30.0401726;-51.2254944
PORTO ALEGRE, RS;P DAREIA;RUA   SOBRADINHO;DEFRONTE A RESIDENCIA;RUA   SOBRADINHO, 142, PORTO ALEGRE, RS;142;FURTO DE VEICULO;Consumado;05/01/13;00:01 às 06:00;sábado       ;-30.0118656;-51.1721878
PORTO ALEGRE, RS;S JOSE;RUA   NOVE DE JUNHO;FINAL LINHA SANTA MARIA;RUA   NOVE DE JUNHO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;05/01/13;00:01 às 06:00;sábado       ;-30.0782604;-51.1599503
PORTO ALEGRE, RS;FLORESTA;RUA GEN NETO;ATRAS DO ZAFFARI;RUA GEN NETO, 200, PORTO ALEGRE, RS;200;FURTO DE VEICULO;Consumado;05/01/13;12:01 às 18:00;sábado       ;-30.0233669;-51.2087021
PORTO ALEGRE, RS;RESTINGA;RUA   BERNARDO TCHERNIN;SUPERMERCADO KEPPLER;RUA   BERNARDO TCHERNIN, 155, PORTO ALEGRE, RS;155;FURTO DE VEICULO;Consumado;05/01/13;12:01 às 18:00;sábado       ;-30.1522102;-51.1492996
PORTO ALEGRE, RS;R BRANCO-STO ANTONIO;RUA   VICENTE DA FONTOURA;PROTASIO ALVES;RUA   VICENTE DA FONTOURA, 2561, PORTO ALEGRE, RS;2561;FURTO DE VEICULO;Consumado;05/01/13;18:01 às 24:00;sábado       ;-30.0392609;-51.1957207
PORTO ALEGRE, RS; ;RUA   LUIZ AFONSO;JOAO PESSOA;RUA   LUIZ AFONSO, 11, PORTO ALEGRE, RS;11;FURTO DE VEICULO;Consumado;06/01/13;00:01 às 06:00;domingo      ;-30.0399799;-51.22258
PORTO ALEGRE, RS;INDEPENDENCIA;AV   INDEPENDENCIA;PROXIMO A SANTA CASA;AV   INDEPENDENCIA,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;06/01/13;06:01 às 12:00;domingo      ;-30.0295391;-51.2206192
PORTO ALEGRE, RS; ;AV   ALBERTO PASQUALINI;AV. ARY TARRAGO;AV   ALBERTO PASQUALINI, 1295, PORTO ALEGRE, RS;1295;FURTO DE VEICULO;Consumado;06/01/13;06:01 às 12:00;domingo      ;-30.0316734;-51.13554
PORTO ALEGRE, RS;A MORROS-LAMI;AV   EDGAR P CASTRO;AO LADO DO POSTO DO BANRISUL;AV   EDGAR P CASTRO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;06/01/13;12:01 às 18:00;domingo      ;-30.1563702;-51.1670303
PORTO ALEGRE, RS;CAVALHADA;ESTR   EDUARDO PRADO;BIG ZONA SUL;ESTR   EDUARDO PRADO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;06/01/13;12:01 às 18:00;domingo      ;-30.1314793;-51.2179909
PORTO ALEGRE, RS; ;RUA   MARQUES DO POMBAL; ;RUA   MARQUES DO POMBAL, 525, PORTO ALEGRE, RS;525;FURTO DE VEICULO;Consumado;06/01/13;18:01 às 24:00;domingo      ;-30.020092;-51.1989594
PORTO ALEGRE, RS;PARTENON-S JOSE-AGRO;AV   BENTO GONCALVES;BENTO ESQUINA PAULINO AZURENHA;AV   BENTO GONCALVES, 2435, PORTO ALEGRE, RS;2435;FURTO DE VEICULO;Consumado;06/01/13;18:01 às 24:00;domingo      ;-30.0611782;-51.1904335
PORTO ALEGRE, RS;NAVEGANTES;AV   AMAZONAS;AV. BRASIL;AV   AMAZONAS, 395, PORTO ALEGRE, RS;395;FURTO DE VEICULO;Consumado;07/01/13;06:01 às 12:00;segunda-feira;-30.0062294;-51.196064
PORTO ALEGRE, RS;P BELAS/AZENHA;AV   IPIRANGA; ;AV   IPIRANGA, 6690, PORTO ALEGRE, RS;6690;FURTO DE VEICULO;Consumado;07/01/13;12:01 às 18:00;segunda-feira;-30.0575542;-51.1768074
PORTO ALEGRE, RS; ;AV   PALMIRA GOBBI;PARQUE MASCARENHAS DE MORAES;AV   PALMIRA GOBBI, 880, PORTO ALEGRE, RS;880;FURTO DE VEICULO;Consumado;07/01/13;18:01 às 24:00;segunda-feira;-29.9832191;-51.1904411
PORTO ALEGRE, RS;P BELAS/AZENHA;AV   IPIRANGA;EM FRENTE A PUC;AV   IPIRANGA,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;07/01/13;18:01 às 24:00;segunda-feira;-30.0669708;-51.1474915
PORTO ALEGRE, RS;RIO BRANCO-PARTENON;RUA   SAO MANOEL;SAO MANOEL;RUA   SAO MANOEL, 2022, PORTO ALEGRE, RS;2022;FURTO DE VEICULO;Consumado;07/01/13;18:01 às 24:00;segunda-feira;-30.0509396;-51.2002945
PORTO ALEGRE, RS;B VELHO-A MORROS;ESTR   COSTA GAMA;RB AUTO ELETRICA;ESTR   COSTA GAMA, 5127, PORTO ALEGRE, RS;5127;FURTO DE VEICULO;Consumado;08/01/13;00:01 às 06:00;terça-feira  ;-30.1464558;-51.161644
PORTO ALEGRE, RS;PARTENON-S JOSE-AGRO;AV   BENTO GONCALVES;SURD RECH;AV   BENTO GONCALVES, 6855, PORTO ALEGRE, RS;6855;FURTO DE VEICULO;Consumado;08/01/13;06:01 às 12:00;terça-feira  ;-30.0681267;-51.1472435
PORTO ALEGRE, RS;S JOAO-SARANDI;AV   ASSIS BRASIL;HOSPITAL CONCEICAO;AV   ASSIS BRASIL, S/N, PORTO ALEGRE, RS;S/N;FURTO DE VEICULO;Consumado;08/01/13;06:01 às 12:00;terça-feira  ;-30.0107098;-51.1591415
PORTO ALEGRE, RS;LAMI;ESTR   SAO CAETANO; ;ESTR   SAO CAETANO, 158, PORTO ALEGRE, RS;158;FURTO DE VEICULO;Consumado;08/01/13;06:01 às 12:00;terça-feira  ;-30.2152481;-51.096386
PORTO ALEGRE, RS; ;AV   CARNEIRO DA FONTOURA;AV SERTORIO;AV   CARNEIRO DA FONTOURA, 726, PORTO ALEGRE, RS;726;FURTO DE VEICULO;Consumado;08/01/13;12:01 às 18:00;terça-feira  ;-30.004652;-51.168499
PORTO ALEGRE, RS;S JOAO;AV   SEVERO DULLIUS;INICIO DO ESTACIONAMENTO - RAMPA;AV   SEVERO DULLIUS, 90010, PORTO ALEGRE, RS;90010;FURTO DE VEICULO;Consumado;08/01/13;12:01 às 18:00;terça-feira  ;-29.9885101;-51.1766586
PORTO ALEGRE, RS;NONOAI;AV   CRUZ ALTA; ;AV   CRUZ ALTA, 605, PORTO ALEGRE, RS;605;FURTO DE VEICULO;Consumado;09/01/13;00:01 às 06:00;quarta-feira ;-30.0901508;-51.2179337
PORTO ALEGRE, RS;M DEUS;RUA   JOSE DE ALENCAR;EM FRENTE HOSOPITAL MAE DE DEUS;RUA   JOSE DE ALENCAR,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;09/01/13;00:01 às 06:00;quarta-feira ;-30.0601807;-51.2179718
PORTO ALEGRE, RS;PETROPOLIS;RUA CEL CORTE REAL; ;RUA CEL CORTE REAL, 757, PORTO ALEGRE, RS;757;FURTO DE VEICULO;Consumado;09/01/13;06:01 às 12:00;quarta-feira ;-30.0468769;-51.1948891
PORTO ALEGRE, RS;CENTRO;AV   LOUREIRO DA SILVA;PROXIMO AO VIADUTO DOS ACORIANOS;AV   LOUREIRO DA SILVA,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;09/01/13;06:01 às 12:00;quarta-feira ;-30.0370998;-51.2346497
PORTO ALEGRE, RS; ;PCA   ARGENTINA;PRACA RAUL PILLA;PCA   ARGENTINA, 010, PORTO ALEGRE, RS;010;FURTO DE VEICULO;Consumado;09/01/13;06:01 às 12:00;quarta-feira ;-24.7231503;-53.7252693
PORTO ALEGRE, RS;PARTENON;RUA   PORTUGUESA;PORTUGUESA QUASE ESQUINA AV. IPIRANGA;RUA   PORTUGUESA, 464, PORTO ALEGRE, RS;464;FURTO DE VEICULO;Consumado;09/01/13;06:01 às 12:00;quarta-feira ;-30.0551376;-51.1906815
PORTO ALEGRE, RS;FLORESTA;RUA GEN NETO;IGREJA ASSEMBLEIA DE DEUS;RUA GEN NETO, 300, PORTO ALEGRE, RS;300;FURTO DE VEICULO;Consumado;09/01/13;12:01 às 18:00;quarta-feira ;-30.0239296;-51.2090797
PORTO ALEGRE, RS;CAVALHADA;RUA   PADRE ANGELO CORSO; ;RUA   PADRE ANGELO CORSO, 120, PORTO ALEGRE, RS;120;FURTO DE VEICULO;Consumado;09/01/13;12:01 às 18:00;quarta-feira ;-30.0962505;-51.2339897
PORTO ALEGRE, RS;TRISTEZA/CAVALHADA;RUA DR PEREIRA NETO;DOG PODEROSO;RUA DR PEREIRA NETO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;09/01/13;18:01 às 24:00;quarta-feira ;-30.1077194;-51.2389297
PORTO ALEGRE, RS;R BRANCO-STO ANTONIO;RUA   VICENTE DA FONTOURA;ENTRE PROTASIO ALVES E DONA EUGENIA;RUA   VICENTE DA FONTOURA,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;10/01/13;00:01 às 06:00;quinta-feira ;-30.0341797;-51.195919
PORTO ALEGRE, RS; ;RUA   MARECHAL FLORIANO; ;RUA   MARECHAL FLORIANO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;10/01/13;00:01 às 06:00;quinta-feira ;-30.0333996;-51.2271194
PORTO ALEGRE, RS;MEDIANEIRA;AV   NITEROI; ;AV   NITEROI, 225, PORTO ALEGRE, RS;225;FURTO DE VEICULO;Consumado;10/01/13;06:01 às 12:00;quinta-feira ;-30.0690765;-51.2108421
PORTO ALEGRE, RS;ABERTA DOS MORROS;AV   EDGAR P CASTRO;R CARLOS MAXILIANO FAET,635;AV   EDGAR P CASTRO, 2300, PORTO ALEGRE, RS;2300;FURTO DE VEICULO;Consumado;10/01/13;06:01 às 12:00;quinta-feira ;-30.1564541;-51.1685333
PORTO ALEGRE, RS;TIMBAUVA;ESTR   ANTONIO SEVERINO;SESMAR;ESTR   ANTONIO SEVERINO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;10/01/13;06:01 às 12:00;quinta-feira ;-30.0236607;-51.0942001
PORTO ALEGRE, RS;CENTRO;RUA   SETE DE SETEMBRO;RUA LATERAL DO BANCO DO BRASIL;RUA   SETE DE SETEMBRO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;10/01/13;06:01 às 12:00;quinta-feira ;-30.0308399;-51.2349815
PORTO ALEGRE, RS;M DEUS;RUA   JOSE DE ALENCAR; ;RUA   JOSE DE ALENCAR,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;10/01/13;06:01 às 12:00;quinta-feira ;-30.0601807;-51.2179718
PORTO ALEGRE, RS; ;AV   CHICAGO;ESQUINA RUA DR. TIMOTEO;AV   CHICAGO, S/N, PORTO ALEGRE, RS;S/N;FURTO DE VEICULO;Consumado;10/01/13;06:01 às 12:00;quinta-feira ;-30.0167007;-51.2002602
PORTO ALEGRE, RS;CENTRO;RUA GEN AUTO;PROXIMO AO PALACIO DO GOVERNO E DUQUE CA;RUA GEN AUTO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;10/01/13;12:01 às 18:00;quinta-feira ;-30.0350704;-51.2317581
PORTO ALEGRE, RS;AZENHA;AV   BENTO GONCALVES; ;AV   BENTO GONCALVES, 255, PORTO ALEGRE, RS;255;FURTO DE VEICULO;Consumado;10/01/13;12:01 às 18:00;quinta-feira ;-30.0512791;-51.2105865
PORTO ALEGRE, RS;STO ANTONIO;RUA   DELFINO RIET;ENFRENTE AO ESPACO RAPANUY;RUA   DELFINO RIET, 116, PORTO ALEGRE, RS;116;FURTO DE VEICULO;Consumado;10/01/13;18:01 às 24:00;quinta-feira ;-30.0598431;-51.1999321
PORTO ALEGRE, RS; ;RUA   CARLOS ESTEVAO;AO LADO DO COLEGIO BALTAZAR;RUA   CARLOS ESTEVAO, 253, PORTO ALEGRE, RS;253;FURTO DE VEICULO;Consumado;11/01/13;00:01 às 06:00;sexta-feira  ;-30.0173931;-51.1106682
PORTO ALEGRE, RS; ;RUA   CIPO;EDIFICIO JANAINA;RUA   CIPO, 1228, PORTO ALEGRE, RS;1228;FURTO DE VEICULO;Consumado;11/01/13;06:01 às 12:00;sexta-feira  ;-30.0204296;-51.1627197
PORTO ALEGRE, RS;HUMAITA;RUA   WALTER FERREIRA;SUPERMERCADO UNISSUPER;RUA   WALTER FERREIRA, 1115, PORTO ALEGRE, RS;1115;FURTO DE VEICULO;Consumado;11/01/13;12:01 às 18:00;sexta-feira  ;-29.9786301;-51.1879501
PORTO ALEGRE, RS;JD S PEDRO;RUA   TUPINAMBA;LOJA LEBES;RUA   TUPINAMBA, 00, PORTO ALEGRE, RS;00;FURTO DE VEICULO;Consumado;11/01/13;12:01 às 18:00;sexta-feira  ;-30.0101509;-51.1637802
PORTO ALEGRE, RS;FLORESTA-NAVEGANTES;AV   FARRAPOS;FARRAPOS;AV   FARRAPOS, 975, PORTO ALEGRE, RS;975;FURTO DE VEICULO;Consumado;11/01/13;12:01 às 18:00;sexta-feira  ;-30.0219517;-51.2116928
PORTO ALEGRE, RS;C REDENTOR;RUA   JAU; ;RUA   JAU, 105, PORTO ALEGRE, RS;105;FURTO DE VEICULO;Consumado;11/01/13;12:01 às 18:00;sexta-feira  ;-30.0052528;-51.1578941
PORTO ALEGRE, RS;PR BELAS;AV   PRAIA DE BELAS;GREMIO NAUTICO GAUCHO;AV   PRAIA DE BELAS, 1887, PORTO ALEGRE, RS;1887;FURTO DE VEICULO;Consumado;11/01/13;18:01 às 24:00;sexta-feira  ;-30.0423298;-51.2278595
PORTO ALEGRE, RS;CENTRO-P BELAS;AV   BORGES DE MEDEIROS;AO LADO MERCADO PUBLICO PORTO ALEGRE;AV   BORGES DE MEDEIROS,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;11/01/13;18:01 às 24:00;sexta-feira  ;-30.0272598;-51.2285881
PORTO ALEGRE, RS; ;RUA GEN PORTINHO;CENTRO POA;RUA GEN PORTINHO, 0543, PORTO ALEGRE, RS;0543;FURTO DE VEICULO;Consumado;11/01/13;18:01 às 24:00;sexta-feira  ;-30.0334206;-51.236969
PORTO ALEGRE, RS;MOINHOS DE VENTO;RUA   MARQUES DO POMBAL; ;RUA   MARQUES DO POMBAL, 917, PORTO ALEGRE, RS;917;FURTO DE VEICULO;Consumado;12/01/13;00:01 às 06:00;sábado       ;-30.0197144;-51.1950645
PORTO ALEGRE, RS;R BERTA;RUA   CARLOS ESTEVAO; ;RUA   CARLOS ESTEVAO,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;12/01/13;00:01 às 06:00;sábado       ;-30.0170403;-51.1136017
PORTO ALEGRE, RS;NONOAI;AV   9 NONOAI;EM FRENTE AO CLUBE NONOAI;AV   9 NONOAI,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;12/01/13;00:01 às 06:00;sábado       ;-30.0853806;-51.2150612
PORTO ALEGRE, RS;FLORESTA;RUA   LEOPOLDO FROES;.;RUA   LEOPOLDO FROES, 23, PORTO ALEGRE, RS;23;FURTO DE VEICULO;Consumado;12/01/13;00:01 às 06:00;sábado       ;-30.0169601;-51.2099266
PORTO ALEGRE, RS;ESPIRITO SANTO;RUA   CHARRUAS;RUA DOS CHARRUAS;RUA   CHARRUAS,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;12/01/13;06:01 às 12:00;sábado       ;-30.1483402;-51.2232819
PORTO ALEGRE, RS;GLORIA;AV PROF OSCAR PEREIRA;AV.PROF.OSCAR PEREIRA/CEMITERIO J.XXIII;AV PROF OSCAR PEREIRA,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;12/01/13;12:01 às 18:00;sábado       ;-30.0531406;-51.2121315
PORTO ALEGRE, RS;PASSO D AREIA;RUA   BRITO PEIXOTO;EM FRENTE A PAROQUIA SAO VICENTE;RUA   BRITO PEIXOTO, 22, PORTO ALEGRE, RS;22;FURTO DE VEICULO;Consumado;12/01/13;18:01 às 24:00;sábado       ;-30.0101395;-51.1658211
PORTO ALEGRE, RS;PARTENON;RUA   ROCHA POMBO;ESQUINA COM RUA EVARISTO DA VEIGA;RUA   ROCHA POMBO, S/N, PORTO ALEGRE, RS;S/N;FURTO DE VEICULO;Consumado;12/01/13;18:01 às 24:00;sábado       ;-30.0539894;-51.194931
PORTO ALEGRE, RS;TRISTEZA;RUA PROF XAVIER SIMOES;SETIMO CEU;RUA PROF XAVIER SIMOES, 94, PORTO ALEGRE, RS;94;FURTO DE VEICULO;Consumado;12/01/13;18:01 às 24:00;sábado       ;-30.1192551;-51.2534409
PORTO ALEGRE, RS; ;RUA   SOUZA REIS;SERTORIO;RUA   SOUZA REIS, 556, PORTO ALEGRE, RS;556;FURTO DE VEICULO;Consumado;12/01/13;18:01 às 24:00;sábado       ;-30.0019341;-51.1900291
PORTO ALEGRE, RS; ;RUA MAL FLORIANO PEIXOTO;RUA RIACHUELO;RUA MAL FLORIANO PEIXOTO, 0348, PORTO ALEGRE, RS;0348;FURTO DE VEICULO;Consumado;13/01/13;00:01 às 06:00;domingo      ;-30.0333996;-51.2271194
PORTO ALEGRE, RS;GUARUJA;RUA   AGENOR MENDES OURIQUES;SUPERMERCADO SANTA RITA;RUA   AGENOR MENDES OURIQUES, 692, PORTO ALEGRE, RS;692;FURTO DE VEICULO;Consumado;13/01/13;00:01 às 06:00;domingo      ;-30.1630726;-51.2114868
PORTO ALEGRE, RS;FLORESTA-INDEPENDENC;RUA DR BARROS CASSAL;INSTITUTO DE EDUCACAO;RUA DR BARROS CASSAL, -, PORTO ALEGRE, RS;-;FURTO DE VEICULO;Consumado;13/01/13;06:01 às 12:00;domingo      ;-30.0317001;-51.2172813
PORTO ALEGRE, RS;CENTRO-P BELAS;AV   BORGES DE MEDEIROS; ;AV   BORGES DE MEDEIROS,  , PORTO ALEGRE, RS; ;FURTO DE VEICULO;Consumado;13/01/13;12:01 às 18:00;domingo      ;-30.0272598;-51.2285881
