1816;AV ASSIS BRASIL 1802;;-51.16989567539000000;-30.01189190572600000
1817;R DOMINGOS CRESCENCIO 358;;-51.20692867539000000;-30.04929990572600000
1818;R BEZERRA DE MENEZES 17;3361-3372;-51.16889467539000000;-30.01221690572600000
1819;R SPORT CLUBE SAO JOSE 75;3341-6211;-51.17089067539000000;-30.01031890572600000
1820;AV SEVERO DULLIUS 9010;3342-5000;-51.17662167539000000;-29.98969390572600000
1821;AV CARNEIRO DA FONTOURA 28;;-51.16624567539000000;-30.01170790572600000
1822;AV ASSIS BRASIL 2201;;-51.16502567539000000;-30.01152490572600000
1823;AV FRANCISCO TREIN 557;3341-5688;-51.15937267539000000;-30.01663890572600000
1824;AV FRANCISCO TREIN 596;;-51.15904767539000000;-30.01616190572600000
1825;R CARLOS SILVEIRA MARTINS PACHECO 114;;-51.15933667539000000;-30.01120190572600000
1826;R DOMINGOS RUBBO 51;3345-1858;-51.15931867539000000;-30.01055690572600000
1827;R JOAO ZANENGA 11;;-51.15565667539000000;-30.01036890572600000
1828;AV PANAMERICANA 47;3347-3610;-51.15123167539000000;-30.01047890572600000
1829;AV PANAMERICANA 104;3344-4490;-51.15118367539000000;-30.00866190572600000
1830;R FELIX DA CUNHA 901;;-51.20199967539000000;-30.02103090572600000
1831;R GAL COUTO DE MAGALHAES 1868;;-51.18306967539000000;-30.01468990572600000
1832;R GOMES DE FREITAS 72;3340-0110;-51.14309567539000000;-30.01055990572600000
1833;R PROFESSOR LAGENDOCK 37;;-51.18907567539000000;-30.04327290572600000
1834;R PRESIDENTE JUAREZ 200;;-51.14630667539000000;-30.00419490572600000
1835;TRAV AZEVEDO 56;;-51.20501467539000000;-30.01548990572600000
1836;R VITORIO FRANCISCO GIORDANI 300;3347-2590;-51.13558367539000000;-30.01101690572600000
1837;AV SERTORIO 6600;3340-4840;-51.14168567539000000;-29.99712790572600000
1838;AV DANTE ANGELO PILLA 98;3340-9519;-51.11918867539000000;-30.01497590572600000
1839;AV BERLIM 409;;-51.19975567539000000;-30.01334590572600000
1840;AV ASSIS BRASIL 6476;3364-1234;-51.12987067539000000;-29.99462690572600000
1841;AV PROTASIO ALVES 1578;;-51.19230067539000000;-30.04088690572600000
1842;R SAO PEDRO 790;;-51.20161167539000000;-30.01074090572600000
1843;AV PRAIA DE BELAS 1400;;-51.22800867539000000;-30.05081590572600000
1844;AV ADELINO FERREIRA JARDIM 15;3366-8346;-51.10719467539000000;-30.02123190572600000
1845;R SOLEDADE 555;3331-1600;-51.17901867539000000;-30.03285990572600000
1846;R ROMAGUEIRA DA CUNHA CORREIA 11;3366-1183;-51.11183067539000000;-30.01553990572600000
1847;R SGT SILVIO DELMAR HOLLEMBACH 07;;-51.10943467539000000;-30.01633690572600000
1848;AV ASSIS BRASIL 8282;;-51.11521267539000000;-29.98197890572600000
1849;R PORTUGUESA 10;3336-8635;-51.19050767539000000;-30.05521190572600000
1850;R DA CONCEICAO 120;;-51.22009667539000000;-30.02367590572600000
1851;R DR FLORES 449;;-51.22492467539000000;-30.03159090572600000
